id,lat,lon,category
116,58.695578,88.347009,tundra
117,57.606251,93.763984,forest
118,51.934863,99.023243,wetland
119,53.207959,88.542145,agricultural
120,51.446771,99.432212,agricultural
121,52.846243,99.487509,forest
122,51.452159,97.240465,agricultural
123,52.610881,100.100941,tundra
124,52.862607,95.131679,urban
125,52.642649,88.386407,tundra
126,50.964246,101.47548,tundra
127,49.420829,96.351998,tundra
128,57.013996,92.391482,urban
129,59.826594,89.619041,urban
130,51.090867,88.621411,agricultural
131,49.018604,100.958052,urban
132,56.555429,101.163684,forest
133,53.006436,88.979633,tundra
134,55.85471,97.287425,wetland
135,56.917297,92.204512,tundra
136,56.335822,92.566561,tundra
137,55.098537,90.685761,agricultural
138,56.450497,100.639278,urban
139,55.260158,93.685052,wetland
140,52.342624,90.942558,urban
141,55.673277,92.511489,agricultural
142,53.863758,90.99182,agricultural
143,57.731089,101.437648,forest
144,56.247358,91.97301,urban
145,52.687071,99.457929,forest
146,56.400752,91.144969,forest
147,50.620894,88.646992,agricultural
148,55.724014,98.758851,agricultural
149,53.558851,96.816715,forest
150,56.901805,93.375699,agricultural
151,51.683829,97.184812,wetland
152,58.819258,100.046168,wetland
153,57.562624,91.063776,urban
154,54.110049,95.803681,wetland
155,54.02108,99.219832,urban
156,59.866817,96.336332,agricultural
157,55.739176,98.069835,urban
158,53.694148,100.695966,agricultural
159,58.869289,98.411176,agricultural
160,53.950767,98.524875,tundra
161,57.423951,95.298197,forest
162,52.020572,89.084767,tundra
163,51.579429,92.701866,urban
164,49.886354,90.111629,agricultural
165,56.633448,97.889868,wetland
166,53.563547,92.632339,agricultural
167,53.573517,90.895681,agricultural
168,53.284245,98.777141,wetland
169,58.424052,98.718324,agricultural
170,54.246777,101.198383,tundra
171,57.288226,99.948271,agricultural
172,54.920426,98.284877,urban
173,58.875925,94.835213,tundra
174,53.794196,88.406347,tundra
175,56.35761,99.173993,forest
176,58.245562,100.873583,urban
177,54.87536,100.697004,urban
178,55.208312,88.379429,agricultural
179,50.492694,94.463778,wetland
180,51.861719,92.582937,agricultural
181,52.595304,98.657216,agricultural
182,52.060823,101.316858,agricultural
183,51.774987,89.146687,wetland
184,57.239267,88.729199,tundra
185,51.466444,88.960657,wetland
186,57.296565,101.294564,forest
187,58.231517,96.698699,forest
188,50.388431,97.372424,urban
189,59.425327,94.510476,tundra
190,57.435879,90.349048,urban
191,59.601082,98.057001,forest
192,59.611929,89.513382,wetland
193,59.217759,96.061154,agricultural
194,53.363199,98.010206,wetland
195,55.513076,99.628003,forest
196,50.120914,98.814732,urban
197,57.860808,99.147181,urban
198,57.608989,92.860853,agricultural
199,56.276735,88.965394,tundra
200,49.139174,93.880822,agricultural
201,50.160928,101.451026,agricultural
202,56.780395,94.09682,urban
203,59.620211,91.781154,urban
204,57.521056,94.508233,urban
205,51.952351,99.923984,wetland
206,52.068211,94.311228,agricultural
207,55.268346,97.354639,tundra
208,49.3157,99.91334,forest
209,54.363049,92.96755,tundra
210,52.743727,100.32448,tundra
211,55.113701,95.232782,forest
212,49.941743,98.081045,agricultural
213,55.106938,91.364535,agricultural
214,56.104932,94.871499,wetland
215,50.023587,91.10235,forest
216,52.368266,96.141778,agricultural
217,55.088203,92.812604,urban
218,52.638704,97.839969,tundra
219,52.372853,91.227533,forest
220,52.471027,98.400335,forest
221,51.106951,98.340465,tundra
222,56.970435,101.672498,urban
223,55.564698,101.727149,forest
224,52.258711,93.052335,tundra
225,49.155632,95.477891,tundra
226,49.500673,88.763364,tundra
227,56.671591,89.767913,agricultural
228,50.128464,88.171716,tundra
229,54.163366,94.166563,forest
230,59.620474,91.534697,agricultural
231,50.254959,88.914808,agricultural
232,49.814904,96.81224,wetland
233,50.668997,99.355989,tundra
234,49.93699,91.474673,urban
235,57.408878,96.488447,urban
236,51.482559,95.316015,agricultural
237,58.993548,92.162944,urban
238,59.890344,92.275323,urban
239,49.662533,101.441523,wetland
240,59.423492,90.909031,forest
241,51.911107,89.136625,forest
242,50.911949,89.050908,wetland
243,53.493693,97.651196,agricultural
244,52.203852,91.240667,tundra
245,56.732863,94.356439,forest
246,59.163021,99.029592,urban
247,56.273013,101.071358,agricultural
248,50.262539,91.147332,forest
249,58.992526,99.572836,wetland
250,49.656018,99.0968,urban
251,57.238535,95.968899,tundra
252,53.830688,94.561772,tundra
253,56.697071,101.197467,urban
254,54.939797,94.128624,urban
255,49.438469,94.048401,tundra
256,55.64085,88.362108,forest
257,59.581022,99.703421,urban
258,55.458352,88.290436,tundra
259,55.338717,98.683526,forest
260,54.175509,97.121133,tundra
261,50.996381,96.194615,agricultural
262,59.659608,94.580146,agricultural
263,52.666392,97.381869,forest
264,52.62784,97.711431,tundra
265,56.288419,93.606332,urban
266,49.403668,89.232837,tundra
267,52.556012,101.582586,agricultural
268,58.514016,99.548981,wetland
269,56.234264,95.59631,agricultural
270,49.596245,95.258151,urban
271,57.320875,96.755722,wetland
272,51.239141,95.689075,tundra
273,53.819277,97.7755,wetland
274,49.317564,96.820312,forest
275,56.807611,92.350502,wetland
276,55.074765,89.304929,wetland
277,54.075927,89.644526,forest
278,54.482131,98.032447,urban
279,56.759528,93.816865,agricultural
280,59.782691,91.412233,urban
281,50.591062,90.668545,urban
282,54.59065,100.310568,wetland
283,52.038721,99.060087,agricultural
284,52.738628,99.028044,tundra
285,58.026044,91.959746,tundra
286,58.212235,96.118927,agricultural
287,58.517867,94.251664,agricultural
288,52.796363,95.726844,urban
289,53.149311,101.059932,forest
290,59.788521,91.343278,agricultural
291,51.569187,98.857623,wetland
292,52.49994,94.621668,agricultural
293,53.246866,97.291644,forest
294,54.448615,88.518275,urban
295,59.618889,92.647926,wetland
296,58.616094,94.164287,urban
297,59.014858,88.214866,forest
298,53.509765,97.166939,forest
299,49.823111,98.941354,tundra
300,52.724174,97.697864,wetland
301,58.369418,99.932779,urban
302,53.180103,92.433256,agricultural
303,58.596213,88.502587,wetland
304,51.582473,97.581594,tundra
305,59.971685,98.454729,agricultural
306,59.761715,98.645176,wetland
307,53.880464,97.716016,wetland
308,49.505901,99.146009,tundra
309,52.943097,94.029615,forest
310,54.842829,95.922993,forest
311,50.86982,89.105557,agricultural
312,55.816814,91.371617,urban
313,50.574295,94.456099,tundra
314,54.055275,97.33577,agricultural
315,58.913304,97.486552,forest
316,49.812481,101.233299,urban
317,52.290697,101.468407,tundra
318,54.025194,92.229703,agricultural
319,58.38669,89.493146,agricultural
320,55.29115,96.047367,tundra
321,49.241336,99.620526,agricultural
322,52.019284,95.923006,wetland
323,59.016786,98.43241,tundra
324,57.533151,91.221657,tundra
325,51.40905,90.661848,tundra
326,56.455409,98.092997,forest
327,55.910729,100.647652,wetland
328,52.398262,94.171525,urban
329,53.013474,89.839765,tundra
330,52.59391,93.817043,forest
331,50.453758,95.551709,tundra
332,54.839376,100.788818,forest
333,51.826671,99.545657,agricultural
334,59.641225,92.13198,tundra
335,57.846558,94.556639,wetland
336,50.548327,101.531003,agricultural
337,59.639967,99.264227,tundra
338,49.993332,93.524044,tundra
339,54.902295,94.367004,tundra
340,55.430161,99.513842,tundra
341,50.191807,91.273507,wetland
342,55.815016,101.204368,tundra
343,59.067815,91.099141,wetland
344,55.989443,94.499746,tundra
345,56.141634,89.633463,wetland
346,59.408877,92.261104,agricultural
347,50.277325,91.2872,urban
348,50.492305,94.351013,urban
349,53.610394,98.391766,forest
350,58.739552,97.168907,agricultural
351,55.772174,101.146743,tundra
352,49.359879,93.187419,agricultural
353,53.891654,91.305577,tundra
354,50.092901,97.599524,urban
355,58.918658,97.027575,wetland
356,53.379536,90.65732,wetland
357,59.439119,99.538675,wetland
358,56.290456,96.983863,urban
359,59.682026,88.708099,tundra
360,51.679258,89.762934,urban
361,51.257261,99.61745,urban
362,51.278731,91.023319,forest
363,52.614155,90.065759,urban
364,49.031191,100.017686,forest
365,59.8628,95.563016,forest
366,50.20919,100.13027,forest
367,49.163464,99.059785,forest
368,55.477382,88.220935,tundra
369,49.576389,98.384053,urban
370,50.250142,88.889813,agricultural
371,57.558187,95.185331,wetland
372,53.97206,91.101697,urban
373,49.477015,98.965178,urban
374,52.317934,97.00677,wetland
375,49.669079,94.705747,agricultural
376,53.68901,89.511466,agricultural
377,49.808398,89.131067,urban
378,50.631672,89.766682,urban
379,55.963844,95.67699,tundra
380,53.189948,96.363486,tundra
381,53.99087,96.475975,wetland
382,57.724057,89.601797,urban
383,56.929239,91.010323,agricultural
384,58.769001,93.79339,agricultural
385,53.386032,98.214575,tundra
386,53.694404,97.31151,tundra
387,59.489518,97.615494,agricultural
388,49.738466,99.644806,wetland
389,53.750642,98.424246,tundra
390,57.929462,95.78919,urban
391,59.522871,95.863567,wetland
392,53.518895,100.230503,agricultural
393,58.549014,98.09485,tundra
394,55.604511,92.923047,urban
395,54.581538,90.166222,agricultural
396,51.466694,89.515057,urban
397,53.043172,98.676479,urban
398,51.48775,94.007574,urban
399,59.720013,99.457976,urban
400,56.424744,95.794357,urban
401,59.219927,99.612451,tundra
402,49.318485,91.825785,tundra
403,59.136913,92.914328,forest
404,58.56849,95.928495,agricultural
405,49.76544,98.373567,wetland
406,50.009335,95.426758,agricultural
407,53.618157,92.772544,tundra
408,52.428011,92.54136,urban
409,55.558461,100.366791,forest
410,50.731509,96.649735,wetland
411,51.993131,97.267142,agricultural
412,55.677836,93.798572,forest
413,57.304375,89.593445,agricultural
414,50.219787,97.495051,urban
415,54.35296,97.339856,wetland
416,51.425703,101.782239,wetland
417,49.084558,92.219871,forest
418,57.440845,98.698253,tundra
419,52.609346,88.108219,agricultural
420,50.932643,93.322904,forest
421,54.502886,99.666959,tundra
422,49.79283,100.064701,wetland
423,53.798416,94.43656,wetland
424,58.48321,96.060628,urban
425,53.448652,96.961983,tundra
426,50.266907,88.291992,tundra
427,50.890605,101.2666,agricultural
428,58.152285,100.876777,wetland
429,53.80383,89.482084,agricultural
430,55.477584,95.335476,agricultural
431,58.575769,98.441268,forest
432,52.663755,90.353858,urban
433,55.965471,95.428467,forest
434,58.96515,92.891254,forest
435,51.598957,90.050219,forest
436,50.908489,90.140177,wetland
437,50.948607,98.819873,agricultural
438,54.103484,95.892297,urban
439,53.937958,100.93816,urban
440,56.07291,101.811447,tundra
441,58.506716,96.781044,forest
442,53.837391,94.564895,tundra
443,57.759626,96.279877,tundra
444,54.580706,92.34571,agricultural
445,49.41368,93.162326,tundra
446,49.844041,100.0995,wetland
447,55.765092,95.098949,agricultural
448,55.383623,101.359241,wetland
449,53.947071,99.337423,forest
450,52.536794,94.658806,forest
451,59.534946,94.307324,tundra
452,59.806241,89.180608,forest
453,49.430563,97.906704,agricultural
454,54.764754,96.537276,tundra
455,53.101372,91.96051,agricultural
456,57.519113,97.504568,wetland
457,57.681496,97.062275,wetland
458,52.626598,95.811485,agricultural
459,52.125617,98.132271,urban
460,58.606076,92.667069,urban
461,56.299733,100.83445,tundra
462,59.644662,97.778719,agricultural
463,50.418468,97.923676,wetland
464,52.405401,93.27351,tundra
465,57.945033,97.38163,urban
466,50.027983,97.386385,urban
467,52.980109,93.076367,forest
468,59.462862,92.784253,agricultural
469,51.112058,101.999673,forest
470,49.848816,99.821997,wetland
471,54.584587,95.556791,urban
472,49.415222,92.714701,urban
473,50.441539,93.274078,forest
474,50.989306,97.699839,urban
475,57.899481,90.317548,agricultural
476,49.480617,93.100192,forest
477,59.665475,96.548336,agricultural
478,51.574032,91.348359,agricultural
479,58.943718,90.716226,urban
480,59.828838,94.46352,tundra
481,57.559364,95.040694,agricultural
482,59.62895,99.436477,urban
483,50.522384,91.500045,agricultural
484,58.615286,95.76357,wetland
485,56.825411,95.222731,wetland
486,52.135693,98.683636,tundra
487,53.942511,95.186938,agricultural
488,50.008849,100.747069,agricultural
489,58.730928,101.026607,agricultural
490,49.585826,95.0281,forest
491,53.247827,89.142476,forest
492,49.310063,101.031563,tundra
493,57.705187,89.926394,tundra
494,59.091358,94.614369,forest
495,57.347253,94.567542,urban
496,49.057763,89.109161,tundra
497,51.372202,90.093275,urban
498,54.805487,89.556616,tundra
499,51.614042,89.705877,forest
500,53.618081,99.114588,agricultural
501,49.690879,99.713628,agricultural
502,55.564129,88.230095,urban
503,55.325522,98.059621,tundra
504,53.721628,96.607334,forest
505,55.277301,90.622395,wetland
506,54.75833,93.048453,urban
507,54.984902,99.009773,urban
508,55.095671,93.466352,agricultural
509,49.478879,93.416339,tundra
510,51.790153,88.227391,wetland
511,52.792827,98.261174,wetland
512,57.486515,98.292618,tundra
513,50.467505,92.932187,tundra
514,57.948598,90.451248,agricultural
515,59.789011,94.699436,forest
516,57.926475,88.883408,agricultural
517,49.406822,90.822274,forest
518,58.743694,92.418341,tundra
519,54.669219,101.847718,urban
520,54.207397,88.512691,forest
521,52.14722,100.069939,wetland
522,58.523781,92.646946,wetland
523,57.792767,94.117319,agricultural
524,57.176385,100.524925,agricultural
525,52.729403,90.615441,agricultural
526,53.040816,99.162072,tundra
527,57.812629,98.179139,wetland
528,53.736679,101.931374,forest
529,55.000218,92.49696,wetland
530,52.607119,92.138959,agricultural
531,55.628838,93.965625,agricultural
532,52.867017,88.592972,tundra
533,55.763366,94.089167,wetland
534,49.825453,96.925176,tundra
535,54.643946,98.498572,forest
536,59.480683,89.998913,urban
537,56.458978,94.13442,forest
538,49.739567,98.899215,tundra
539,52.983656,101.29254,wetland
540,55.656043,97.506869,tundra
541,53.092147,98.683183,urban
542,50.514646,93.137299,tundra
543,56.145168,91.494563,wetland
544,49.285047,90.604673,urban
545,53.256861,95.863418,tundra
546,57.524609,97.856529,forest
547,59.960016,91.998076,agricultural
548,51.201962,89.900198,wetland
549,53.97247,100.581506,agricultural
550,59.969886,99.347185,tundra
551,56.346238,97.933567,urban
552,54.963885,100.478644,forest
553,56.8299,100.982542,forest
554,57.73066,95.12258,wetland
555,59.836458,99.088919,forest
556,57.694104,88.367976,urban
557,55.295051,94.543682,urban
558,50.427484,100.37945,wetland
559,52.402198,101.994331,agricultural
560,54.782652,98.768304,urban
561,49.811258,101.613316,wetland
562,53.949719,97.521526,tundra
563,50.411681,99.606752,urban
564,56.037733,90.547484,forest
565,53.758801,100.749972,wetland
566,58.145299,95.25343,tundra
567,50.811228,92.517251,forest
568,52.806254,101.172657,tundra
569,58.305271,91.508474,urban
570,52.018961,96.750313,urban
571,54.868258,95.036024,forest
572,55.509893,96.129051,forest
573,56.246062,98.088859,urban
574,52.713815,100.935016,wetland
575,58.077599,88.397229,wetland
576,59.434015,98.794313,tundra
577,56.16243,98.737426,agricultural
578,55.799193,88.424003,urban
579,52.186388,101.393102,agricultural
580,51.693657,99.30289,agricultural
581,52.271773,89.021622,wetland
582,50.738885,93.818704,agricultural
583,51.244253,96.493244,tundra
584,58.476336,92.470429,tundra
585,59.729115,89.830726,tundra
586,54.664781,89.486575,forest
587,54.131198,91.744603,forest
588,50.549654,88.708474,agricultural
589,58.505802,93.853886,forest
590,57.948256,101.072521,tundra
591,51.088175,90.230794,urban
592,54.134966,100.307059,agricultural
593,49.254939,101.233259,urban
594,54.029537,91.370201,urban
595,52.881846,88.707566,agricultural
596,55.572706,99.799895,agricultural
597,52.143232,88.114484,wetland
598,53.740205,100.35438,tundra
599,57.402424,93.123123,agricultural
600,49.562735,95.865436,tundra
601,55.085452,89.029444,urban
602,53.953898,95.697999,urban
603,56.484385,89.663354,wetland
604,53.332941,99.128561,tundra
605,55.13615,93.118489,forest
606,51.189637,95.127715,urban
607,49.442804,88.544796,tundra
608,57.843624,95.270658,forest
609,55.668866,95.21708,tundra
610,59.245056,92.45942,agricultural
611,59.896773,98.350471,tundra
612,55.530971,95.10241,urban
613,54.855738,97.922357,tundra
614,54.223819,88.232917,tundra
615,56.41187,101.718572,urban
616,52.384456,100.582739,wetland
617,55.566006,91.717426,urban
618,55.353978,98.099602,urban
619,54.284937,95.339253,urban
620,57.520667,93.322665,forest
621,49.347276,101.274872,wetland
622,51.098628,94.17454,agricultural
623,50.665744,97.667004,agricultural
624,54.520015,96.560693,agricultural
625,58.600995,98.301722,wetland
626,56.763528,95.261565,urban
627,52.575545,97.271175,urban
628,53.145073,101.393597,agricultural
629,59.033366,92.792578,tundra
630,56.434554,100.147162,tundra
631,55.710842,90.691698,forest
632,52.06907,92.178988,tundra
633,57.482917,97.868613,agricultural
634,52.487448,92.883244,tundra
635,52.165683,96.028675,urban
636,53.176636,101.722248,tundra
637,59.500697,99.264622,tundra
638,49.462731,101.374392,wetland
639,52.809999,94.193266,tundra
640,57.220723,90.995815,urban
641,51.98246,95.868252,tundra
642,50.510003,96.619478,urban
643,51.632103,88.710716,urban
644,51.482388,91.259712,wetland
645,53.546315,98.043013,wetland
646,56.493112,89.924538,urban
647,59.757018,90.211175,agricultural
648,54.251934,90.792384,tundra
649,52.532845,97.042571,wetland
650,56.175286,91.251083,wetland
651,59.045527,90.450907,forest
652,59.273149,88.508758,agricultural
653,57.667567,90.608363,tundra
654,58.644175,88.12974,urban
655,55.630613,100.998368,tundra
656,52.130178,101.847393,urban
657,54.767504,100.449639,forest
658,58.361657,94.552291,forest
659,57.896953,92.629577,agricultural
660,56.131139,98.060374,wetland
661,57.102797,99.070747,urban
662,56.418413,90.704258,urban
663,58.417612,100.558599,agricultural
664,54.668087,89.214329,wetland
665,51.032593,89.968566,tundra
666,59.294079,88.095622,agricultural
667,51.590734,98.552593,tundra
668,52.321404,98.120355,wetland
669,51.877085,93.033729,forest
670,49.683368,89.655148,tundra
671,50.756885,97.605031,tundra
672,56.593194,96.941959,tundra
673,53.042983,91.091889,forest
674,54.260001,94.369701,urban
675,53.109873,97.82717,agricultural
676,57.330856,99.22793,forest
677,57.380456,97.524787,urban
678,58.604486,89.146184,agricultural
679,54.809904,93.064988,urban
680,50.234297,99.602837,urban
681,51.223725,95.513242,forest
682,52.609294,95.284782,wetland
683,56.483248,98.036852,agricultural
684,50.000358,95.145255,wetland
685,53.987755,95.18547,agricultural
686,55.203023,95.823161,tundra
687,56.956081,93.543282,wetland
688,57.203849,96.096358,wetland
689,53.660671,97.805388,urban
690,59.93536,101.084159,wetland
691,59.84751,94.608997,tundra
692,53.497536,98.765609,agricultural
693,53.11907,100.47867,agricultural
694,58.565823,100.694742,agricultural
695,49.88275,101.498021,urban
696,50.462888,100.044012,wetland
697,50.96321,95.521619,urban
698,50.400818,101.702141,wetland
699,57.317974,101.69887,agricultural
700,56.408498,95.622235,urban
701,53.172041,91.215297,agricultural
702,52.807757,91.859096,wetland
703,49.35439,97.242768,urban
704,57.426588,100.372593,wetland
705,51.647329,88.942073,urban
706,49.369339,96.368989,wetland
707,51.692076,88.619314,agricultural
708,51.577732,91.041769,wetland
709,50.541491,101.908768,forest
710,57.973649,98.241245,tundra
711,55.352223,98.815535,tundra
712,51.605944,100.267617,urban
713,51.43147,92.207013,wetland
714,55.123899,96.28334,forest
715,55.885925,93.980808,agricultural
716,49.515725,92.821808,agricultural
717,57.643851,92.462282,agricultural
718,53.490851,92.198439,forest
719,57.298577,94.629263,forest
720,52.308101,97.906075,agricultural
721,59.062153,95.873403,agricultural
722,55.130154,89.877299,forest
723,51.804952,92.623682,wetland
724,59.144487,99.859867,wetland
725,54.891991,99.611688,wetland
726,51.953077,97.431407,urban
727,49.435023,89.018981,urban
728,56.967358,95.823907,agricultural
729,51.29778,100.69846,tundra
730,59.527217,88.214672,forest
731,59.582853,89.642427,agricultural
732,59.058854,97.738768,forest
733,53.362953,91.350633,tundra
734,57.530653,93.329264,urban
735,56.135935,92.317912,tundra
736,54.640982,94.961882,wetland
737,57.830983,98.11379,tundra
738,59.057635,93.189869,agricultural
739,49.50287,100.097188,forest
740,49.178419,95.746362,urban
741,55.370572,93.846093,forest
742,51.15811,91.220261,urban
743,58.16699,94.990221,tundra
744,51.830594,99.502287,agricultural
745,54.069119,98.258811,tundra
746,50.861923,98.084389,agricultural
747,51.024526,100.451103,wetland
748,54.763389,99.746959,wetland
749,59.397069,97.355018,wetland
750,53.536314,99.795626,forest
751,49.747647,90.114415,forest
752,54.563062,93.22481,urban
753,56.015015,101.074652,agricultural
754,56.252128,88.220245,urban
755,55.068079,88.165914,urban
756,56.94412,95.500333,tundra
757,49.188569,99.384201,agricultural
758,57.867845,100.736827,wetland
759,59.098537,95.341396,forest
760,51.111253,95.370384,tundra
761,51.940572,93.55655,tundra
762,59.552276,94.425968,forest
763,59.892563,91.162002,wetland
764,56.191093,100.015068,wetland
765,50.028506,93.309696,urban
766,54.236056,96.914473,forest
767,49.909547,99.834617,tundra
768,55.224423,100.011444,wetland
769,58.842703,100.868131,forest
770,51.325588,100.153636,urban
771,54.230503,88.651868,wetland
772,56.528716,91.925222,urban
773,55.198609,88.460625,tundra
774,49.172239,90.900214,forest
775,57.274799,97.97796,agricultural
776,59.217624,92.189876,urban
777,51.645194,99.685108,agricultural
778,56.447385,95.567874,agricultural
779,57.311702,89.959308,wetland
780,54.508721,101.640527,wetland
781,50.074544,91.250016,wetland
782,52.74652,98.766079,urban
783,53.363734,98.829769,wetland
784,55.975352,98.969674,agricultural
785,54.396638,92.981357,agricultural
786,53.750327,97.515728,agricultural
787,49.942635,96.660622,forest
788,56.844194,89.148532,forest
789,53.18,98.974464,forest
790,57.136208,92.433495,wetland
791,50.006725,101.201443,agricultural
792,52.959092,91.77673,forest
793,49.96027,94.033713,urban
794,55.10214,93.712618,wetland
795,49.985807,95.759077,urban
796,55.578482,92.542025,agricultural
797,49.135747,93.793341,wetland
798,56.973282,95.833512,forest
799,55.291565,90.374161,agricultural
800,50.864519,91.764865,tundra
801,54.424363,88.88574,agricultural
802,52.035581,92.196532,wetland
803,52.972374,101.219112,agricultural
804,55.53187,90.737675,wetland
805,50.490385,88.094743,agricultural
806,52.654389,96.682691,tundra
807,53.842452,94.028627,urban
808,50.497369,92.489312,forest
809,54.269107,90.486922,agricultural
810,59.655977,92.080274,agricultural
811,59.645394,98.947641,tundra
812,53.136608,99.430923,agricultural
813,53.015171,101.04894,forest
814,55.514497,95.638807,urban
815,49.296077,98.180987,forest
816,53.823004,92.078637,wetland
817,58.008621,99.139196,agricultural
818,56.402754,89.948508,tundra
819,51.662233,97.221282,agricultural
820,57.679844,89.035512,urban
821,54.271582,93.611271,urban
822,59.158453,100.174872,agricultural
823,54.980097,99.070093,tundra
824,56.717977,99.372158,urban
825,56.019984,89.189747,forest
826,56.233618,92.970123,urban
827,49.487264,101.770515,agricultural
828,59.634922,92.642354,agricultural
829,50.16539,89.380492,forest
830,54.617439,95.263169,urban
831,56.564308,91.094444,tundra
832,53.302476,98.812791,urban
833,56.59481,90.110429,wetland
834,54.310482,92.136051,wetland
835,50.276763,101.169466,forest
836,52.831615,92.802934,forest
837,54.732263,92.876204,wetland
838,53.819825,97.754686,tundra
839,49.738918,88.625563,wetland
840,49.248436,92.803091,wetland
841,56.448533,90.300957,forest
842,54.675933,95.726744,tundra
843,55.158338,101.418477,forest
844,57.775314,96.816644,forest
845,56.045268,94.049882,wetland
846,57.111272,100.363363,agricultural
847,55.514235,93.443701,forest
848,51.263629,98.532557,wetland
849,55.350827,99.193033,urban
850,51.056558,92.563789,agricultural
851,50.253505,97.38982,agricultural
852,54.804865,96.94752,urban
853,53.275032,93.495616,wetland
854,52.827171,99.837249,urban
855,50.897803,97.430244,tundra
856,59.105508,96.262357,forest
857,52.445043,91.340018,wetland
858,51.01349,97.708112,urban
859,53.273096,96.349961,urban
860,53.22081,90.600552,urban
861,56.627762,97.033641,forest
862,55.104038,94.854988,forest
863,51.058084,99.787793,urban
864,49.589724,93.026548,wetland
865,54.330698,90.731799,agricultural
866,59.60212,95.076132,agricultural
867,53.500478,94.884162,agricultural
868,54.375695,89.157389,wetland
869,57.75469,91.087413,wetland
870,52.023382,95.526521,forest
871,57.588142,95.919106,agricultural
872,55.046988,89.584954,wetland
873,51.946778,95.603487,tundra
874,54.962477,98.595007,agricultural
875,55.009886,101.85686,wetland
876,57.095876,97.151404,forest
877,52.274798,101.990377,agricultural
878,51.890967,100.070795,wetland
879,53.829769,101.915408,forest
880,51.30866,98.326582,tundra
881,58.471536,96.543665,agricultural
882,50.825798,89.94929,forest
